1.80E-15,1.01E-05,-2.20E-16,9.14E-06,8.37E-06,7.72E-06,7.17E-06,6.69E-06,4.44E-16,-9.77E-15,0.000635109,-1.86E-15,5.04E-06,4.08E-06,-2.11E-15,-3.02E-14,0.000477542,3.45E-06,1.10E-16,0.000319297,2.66E-06,1.90E-15,0.000240766,2.20E-06,-4.28E-16,2.03E-05,1.86E-06,-1.73E-15,1.68E-05,1.33E-15,1.45E-05,-9.03E-17,1.27E-05,1.96E-15,1.12E-05,-5.51E-14,1.80E-15,1.01E-05,-2.20E-16,9.14E-06,8.37E-06,7.72E-06,7.17E-06,6.69E-06,4.44E-16,-9.77E-15,0.000635109,-1.86E-15,5.04E-06,4.08E-06,-2.11E-15,-3.02E-14,0.000477542,3.45E-06,1.10E-16,0.000319297,2.66E-06,1.90E-15,0.000240766,2.20E-06,-4.28E-16,2.03E-05,1.86E-06,-1.73E-15,1.68E-05,1.33E-15,1.45E-05,-9.03E-17,1.27E-05,1.96E-15,1.12E-05,-5.51E-14,0.000912522,-8.83E-06,0.000833622,-8.07E-06,-7.43E-06,-6.88E-06,-6.40E-06,-5.99E-06,-2.395211796,1.710793106,0.000507207,0.000765193,-4.51E-06,-3.58E-06,-0.037476577,0.51747276,0.000381442,-2.95E-06,-7.11E-15,0.000255007,-2.15E-06,0.002250408,0.000192492,-1.66E-06,0.001823993,-1.73E-05,-1.37E-06,0.00151683,-1.44E-05,0.00129827,-1.24E-05,0.001139443,-1.09E-05,0.001004318,-9.76E-06,2.785222712
-4.38E-19,-0.001236082,-4.08E-19,-0.001127139,-0.001035656,-0.000957031,-0.000888322,-0.000828726,1.85E-32,-3.70E-31,-7.11E-08,-2.25E-19,-0.000617405,-0.000484823,-3.00E-32,-5.79E-31,-9.25E-06,-0.000394838,-5.34E-32,0.08887406,-0.000282423,2.03E-32,0.064191188,-0.000212888,-3.14E-32,-0.002460163,-0.000172773,-2.76E-32,-0.002096895,1.80E-32,-0.001742779,5.68E-33,-0.001525962,1.67E-19,-0.001367923,5.01E-17,-4.38E-19,-0.001236082,-4.08E-19,-0.001127139,-0.001035656,-0.000957031,-0.000888322,-0.000828726,1.85E-32,-3.70E-31,-7.11E-08,-2.25E-19,-0.000617405,-0.000484823,-3.00E-32,-5.79E-31,-9.25E-06,-0.000394838,-5.34E-32,0.08887406,-0.000282423,2.03E-32,0.064191188,-0.000212888,-3.14E-32,-0.002460163,-0.000172773,-2.76E-32,-0.002096895,1.80E-32,-0.001742779,5.68E-33,-0.001525962,1.67E-19,-0.001367923,5.01E-17,-4.25E-17,-0.001281548,-5.58E-17,-0.00117219,-0.00108043,-0.001001584,-0.000932635,-0.000872704,-3.67E-16,-2.56E-16,-3.31E-09,-6.22E-17,-0.000658186,-0.000521926,-1.98E-16,-2.89E-16,-9.54E-06,-0.000428198,-1.43E-16,0.088277159,-0.000310226,-1.06E-16,0.063735456,-0.000237342,-8.54E-17,-0.002515659,-0.000195012,-7.12E-17,-0.00207413,-6.10E-17,-0.001791649,-5.35E-17,-0.001578316,-4.59E-17,-0.001413809,-2.27E-16
-8.12E-20,-0.001142563,1.37E-20,-0.001042077,-0.000957688,-0.000885154,-0.000821761,-0.000766766,-2.96E-31,9.86E-32,-4.57E-08,2.49E-19,-0.000571646,-0.000449107,2.16E-32,2.86E-30,1.41E-07,-0.000365863,9.33E-33,0.059819515,-0.00026182,-1.92E-31,0.064704805,-0.000197454,6.71E-32,-0.002276071,-0.000160341,2.40E-31,-0.001942702,-1.12E-31,-0.001609963,-5.06E-32,-0.001409507,1.98E-19,-0.00126417,1.30E-18,-8.12E-20,-0.001142563,1.37E-20,-0.001042077,-0.000957688,-0.000885154,-0.000821761,-0.000766766,-2.96E-31,9.86E-32,-4.57E-08,2.49E-19,-0.000571646,-0.000449107,2.16E-32,2.86E-30,1.41E-07,-0.000365863,9.33E-33,0.059819515,-0.00026182,-1.92E-31,0.064704805,-0.000197454,6.71E-32,-0.002276071,-0.000160341,2.40E-31,-0.001942702,-1.12E-31,-0.001609963,-5.06E-32,-0.001409507,1.98E-19,-0.00126417,1.30E-18,-1.91E-16,-0.001030478,-1.75E-16,-0.000943405,-0.000870266,-0.000807265,-0.000752043,-0.000703961,-1.71E-15,-2.37E-15,-2.04E-11,-1.60E-16,-0.000531366,-0.000420811,-1.06E-15,-2.18E-15,-5.87E-08,-0.000344429,-6.33E-16,0.059417284,-0.000248181,-4.70E-16,0.064636198,-0.000188488,-3.83E-16,-0.002020694,-0.000154498,-3.17E-16,-0.001660271,-2.72E-16,-0.00143587,-2.38E-16,-0.001266335,-2.10E-16,-0.001135608,-2.55E-15
-5.95E-19,-0.000865557,-4.62E-19,-0.000789273,-0.000725186,-0.000670099,-0.000621957,-0.000580197,8.63E-32,-4.93E-32,6.29E-11,-4.13E-19,-0.000432142,-0.000339235,-5.01E-32,-5.42E-31,-2.72E-08,-0.000276182,-1.55E-32,-0.006456223,-0.00019742,3.04E-32,0.064322826,-0.00014869,-7.54E-33,-0.001737269,-0.000120615,-3.50E-32,-0.001489949,2.51E-32,-0.001220324,1.00E-32,-0.001066949,-3.80E-19,-0.000957884,2.40E-17,-5.95E-19,-0.000865557,-4.62E-19,-0.000789273,-0.000725186,-0.000670099,-0.000621957,-0.000580197,8.63E-32,-4.93E-32,6.29E-11,-4.13E-19,-0.000432142,-0.000339235,-5.01E-32,-5.42E-31,-2.72E-08,-0.000276182,-1.55E-32,-0.006456223,-0.00019742,3.04E-32,0.064322826,-0.00014869,-7.54E-33,-0.001737269,-0.000120615,-3.50E-32,-0.001489949,2.51E-32,-0.001220324,1.00E-32,-0.001066949,-3.80E-19,-0.000957884,2.40E-17,-6.12E-18,-0.000972639,-5.57E-18,-0.000889278,-0.000819366,-0.000759357,-0.000706935,-0.000661406,-4.50E-17,7.80E-17,2.89E-12,-5.11E-18,-0.000498639,-0.000395639,-1.21E-17,4.19E-17,8.32E-09,-0.000324931,-2.07E-17,-0.006465339,-0.000235977,-1.52E-17,0.063705181,-0.000181118,-1.20E-17,-0.00192509,-0.000148972,-1.02E-17,-0.001577311,-8.70E-18,-0.001361809,-7.64E-18,-0.001199047,-6.73E-18,-0.001073534,1.11E-16
-2.46E-19,-0.00077386,-8.28E-20,-0.000705863,-0.00064873,-0.000599619,-0.000556697,-0.000519459,7.40E-32,-4.68E-31,2.83E-11,-2.91E-19,-0.000387324,-0.000304308,-3.08E-32,-1.01E-30,-2.79E-08,-0.000247896,-9.27E-32,0.000348531,-0.000177382,2.04E-32,0.063926947,-0.000133753,-5.97E-32,-0.001556297,-0.000108613,-7.92E-32,-0.001337889,-9.69E-33,-0.001090161,-1.18E-32,-0.000952868,5.93E-20,-0.000856165,3.56E-18,-2.46E-19,-0.00077386,-8.28E-20,-0.000705863,-0.00064873,-0.000599619,-0.000556697,-0.000519459,7.40E-32,-4.68E-31,2.83E-11,-2.91E-19,-0.000387324,-0.000304308,-3.08E-32,-1.01E-30,-2.79E-08,-0.000247896,-9.27E-32,0.000348531,-0.000177382,2.04E-32,0.063926947,-0.000133753,-5.97E-32,-0.001556297,-0.000108613,-7.92E-32,-0.001337889,-9.69E-33,-0.001090161,-1.18E-32,-0.000952868,5.93E-20,-0.000856165,3.56E-18,6.59E-18,-0.000818601,6.02E-18,-0.000748694,-0.000690043,-0.000639655,-0.0005956,-0.000557312,6.96E-17,2.45E-16,-3.98E-14,5.53E-18,-0.000420292,-0.000333312,5.95E-17,1.93E-16,-1.15E-10,-0.0002735,2.14E-17,0.000349781,-0.00019822,1.60E-17,0.06346342,-0.000151721,1.35E-17,-0.001623811,-0.00012468,1.09E-17,-0.0013253,9.38E-18,-0.001144742,8.23E-18,-0.001008342,7.25E-18,-0.00090316,2.91E-16
-5.34E-20,-0.000543972,-3.77E-20,-0.000496026,-0.00045572,-0.000421082,-0.000390824,-0.00036458,-1.73E-31,-7.40E-31,-1.05E-10,-1.01E-19,-0.000271564,-0.00021324,-1.11E-31,-9.86E-31,-2.35E-08,-0.000173669,-2.38E-32,-5.65E-06,-0.000124242,2.79E-32,0.068983246,-9.37E-05,-4.49E-32,-0.00111022,-7.60E-05,-6.15E-32,-0.000968036,1.06E-32,-0.000767029,-5.02E-33,-0.00066832,3.56E-21,-0.000602047,7.09E-18,-5.34E-20,-0.000543972,-3.77E-20,-0.000496026,-0.00045572,-0.000421082,-0.000390824,-0.00036458,-1.73E-31,-7.40E-31,-1.05E-10,-1.01E-19,-0.000271564,-0.00021324,-1.11E-31,-9.86E-31,-2.35E-08,-0.000173669,-2.38E-32,-5.65E-06,-0.000124242,2.79E-32,0.068983246,-9.37E-05,-4.49E-32,-0.00111022,-7.60E-05,-6.15E-32,-0.000968036,1.06E-32,-0.000767029,-5.02E-33,-0.00066832,3.56E-21,-0.000602047,7.09E-18,1.01E-17,-0.000543783,9.26E-18,-0.000497469,-0.0004586,-0.000425185,-0.000395951,-0.000370533,1.02E-16,2.90E-16,2.89E-15,8.50E-18,-0.000279498,-0.00022158,7.92E-17,2.35E-16,8.31E-12,-0.000181707,3.32E-17,-6.46E-06,-0.000131509,2.47E-17,0.068601928,-0.000100474,2.06E-17,-0.001092333,-8.25E-05,1.68E-17,-0.000879242,1.44E-17,-0.00075976,1.27E-17,-0.000669434,1.12E-17,-0.000599779,3.40E-16
-5.60E-20,-0.000576077,-1.10E-19,-0.000525342,-0.000482759,-0.000446151,-0.000414148,-0.000386386,-1.85E-32,-2.96E-31,-6.44E-11,-7.64E-20,-0.000287917,-0.000226091,-3.85E-32,-4.31E-31,-1.45E-08,-0.000184109,-2.93E-32,4.59E-07,-0.000131652,2.14E-33,0.03960113,-9.92E-05,-1.89E-32,-0.00116784,-8.05E-05,-2.19E-32,-0.000985189,-3.30E-33,-0.000811933,2.44E-33,-0.000710531,-4.48E-20,-0.000637573,1.18E-17,-5.60E-20,-0.000576077,-1.10E-19,-0.000525342,-0.000482759,-0.000446151,-0.000414148,-0.000386386,-1.85E-32,-2.96E-31,-6.44E-11,-7.64E-20,-0.000287917,-0.000226091,-3.85E-32,-4.31E-31,-1.45E-08,-0.000184109,-2.93E-32,4.59E-07,-0.000131652,2.14E-33,0.03960113,-9.92E-05,-1.89E-32,-0.00116784,-8.05E-05,-2.19E-32,-0.000985189,-3.30E-33,-0.000811933,2.44E-33,-0.000710531,-4.48E-20,-0.000637573,1.18E-17,-1.95E-17,-0.000588958,-1.78E-17,-0.00053878,-0.00049667,-0.000460472,-0.000428805,-0.000401273,-1.66E-16,-9.95E-17,3.90E-18,-1.64E-17,-0.000302677,-0.000239965,-8.78E-17,-1.19E-16,4.25E-14,-0.000196796,-6.50E-17,-3.30E-08,-0.000142451,-4.82E-17,0.03936171,-0.000108855,-3.89E-17,-0.001178847,-8.94E-05,-3.24E-17,-0.000952579,-2.78E-17,-0.000822948,-2.44E-17,-0.000725089,-2.15E-17,-0.000649629,-8.18E-17
-3.42E-16,-0.001281763,-1.27E-18,-0.001168788,-0.001073972,-0.000992519,-0.000921359,-0.000859649,1.11E-15,5.33E-15,0.089872855,5.52E-16,-0.000640807,-0.000503613,-5.55E-17,1.47E-14,0.067576352,-0.000410499,6.68E-17,0.045183358,-0.000294149,-9.87E-16,0.034100929,-0.000222232,-5.89E-17,-0.002527566,-0.000180582,5.13E-16,-0.00213887,-3.89E-16,-0.001807445,-1.89E-16,-0.001585073,-0.000185827,-0.001418482,2.18E-14,-3.42E-16,-0.001281763,-1.27E-18,-0.001168788,-0.001073972,-0.000992519,-0.000921359,-0.000859649,1.11E-15,5.33E-15,0.089872855,5.52E-16,-0.000640807,-0.000503613,-5.55E-17,1.47E-14,0.067576352,-0.000410499,6.68E-17,0.045183358,-0.000294149,-9.87E-16,0.034100929,-0.000222232,-5.89E-17,-0.002527566,-0.000180582,5.13E-16,-0.00213887,-3.89E-16,-0.001807445,-1.89E-16,-0.001585073,-0.000185827,-0.001418482,2.18E-14,0.158692702,-0.001518991,0.143416137,-0.001388129,-0.001278441,-0.001184411,-0.00110237,-0.001031181,-1.509472376,-4.671517418,0.087838899,0.132565924,-0.000777065,-0.000616979,-0.677155933,-3.729342941,0.066058759,-0.000507342,1.33E-15,0.044162528,-0.000369493,-0.332329979,0.033335863,-0.000284652,-0.265812525,-0.002968527,-0.000234414,0.006958483,-0.002469312,0.216114499,-0.002130489,0.228136038,-0.00187474,0.189050269,-0.00167752,-5.532431057
2.75E-16,-0.002457802,4.27E-17,-0.002241286,-0.002059548,-0.001903384,-0.001766921,-0.001648564,-8.33E-17,-3.61E-16,0.175664132,-2.27E-16,-0.001228767,-0.000965401,-8.67E-18,-8.33E-16,0.132078601,-0.000786605,-1.95E-17,0.088311598,-0.000563186,4.24E-17,0.066650279,-0.000425028,-1.18E-17,-0.004845472,-0.000345197,3.47E-18,-0.004101447,3.23E-17,-0.003465023,2.09E-17,-0.003038865,8.51E-05,-0.002719779,-2.66E-15,2.75E-16,-0.002457802,4.27E-17,-0.002241286,-0.002059548,-0.001903384,-0.001766921,-0.001648564,-8.33E-17,-3.61E-16,0.175664132,-2.27E-16,-0.001228767,-0.000965401,-8.67E-18,-8.33E-16,0.132078601,-0.000786605,-1.95E-17,0.088311598,-0.000563186,4.24E-17,0.066650279,-0.000425028,-1.18E-17,-0.004845472,-0.000345197,3.47E-18,-0.004101447,3.23E-17,-0.003465023,2.09E-17,-0.003038865,8.51E-05,-0.002719779,-2.66E-15,0.311674443,-0.002309257,0.307821504,-0.002113336,-0.00194884,-0.001807291,-0.001683338,-0.001575488,0.139797124,0.369622197,0.175735278,0.277868993,-0.001188806,-0.000941972,0.05366445,0.300804904,0.132160724,-0.000771742,8.33E-17,0.088353941,-0.000557337,0.031991059,0.066685256,-0.000424573,0.021173358,-0.004483278,-0.000348359,-0.000346687,-0.003727635,0.015292914,-0.003222092,0.123897964,-0.00284034,0.245389783,-0.002545974,0.432683206
-4.66E-18,-0.002442687,-3.18E-19,-0.002227559,-0.002046982,-0.001891811,-0.001756212,-0.001638599,-1.91E-17,-3.12E-17,0.174948787,-8.14E-17,-0.001221412,-0.000959638,4.34E-18,6.25E-17,0.131578436,-0.000781901,-2.02E-19,0.087974674,-0.000559796,-1.05E-17,0.066395916,-0.000422443,-5.76E-19,-0.004815162,-0.000343099,1.95E-18,-0.004075968,-4.55E-18,-0.003443435,8.67E-18,-0.003019999,-9.75E-06,-0.002702979,-1.46E-16,-4.66E-18,-0.002442687,-3.18E-19,-0.002227559,-0.002046982,-0.001891811,-0.001756212,-0.001638599,-1.91E-17,-3.12E-17,0.174948787,-8.14E-17,-0.001221412,-0.000959638,4.34E-18,6.25E-17,0.131578436,-0.000781901,-2.02E-19,0.087974674,-0.000559796,-1.05E-17,0.066395916,-0.000422443,-5.76E-19,-0.004815162,-0.000343099,1.95E-18,-0.004075968,-4.55E-18,-0.003443435,8.67E-18,-0.003019999,-9.75E-06,-0.002702979,-1.46E-16,-0.002170399,-0.003026178,0.077112147,-0.00276512,-0.002546335,-0.002358844,-0.00219531,-0.002053443,-0.005715041,-0.027139994,0.170258399,0.165630016,-0.001547226,-0.001228699,-0.003928003,-0.020807005,0.128015269,-0.001010687,-7.98E-17,0.085582563,-0.000736619,-0.001060349,0.064602504,-0.000568032,-0.001454655,-0.00591745,-0.000467926,7.79E-05,-0.004922485,-5.94E-05,-0.004246366,-0.016214997,-0.003736039,-0.022722397,-0.0033425,-0.032899806
-6.51E-19,-0.002365527,2.58E-18,-0.002157069,-0.001982087,-0.001831711,-0.001700295,-0.001586311,2.08E-20,4.28E-20,0.177015579,4.12E-18,-0.001182064,-0.000928433,2.23E-21,-3.71E-20,0.127305584,-0.000756265,-1.28E-21,0.085113312,-0.000541157,2.30E-21,0.064236522,-0.000408114,7.41E-22,-0.004663743,-0.000331317,-5.08E-21,-0.003947786,4.24E-21,-0.003335116,-2.71E-20,-0.002924896,-7.04E-06,-0.002617735,2.82E-17,-6.51E-19,-0.002365527,2.58E-18,-0.002157069,-0.001982087,-0.001831711,-0.001700295,-0.001586311,2.08E-20,4.28E-20,0.177015579,4.12E-18,-0.001182064,-0.000928433,2.23E-21,-3.71E-20,0.127305584,-0.000756265,-1.28E-21,0.085113312,-0.000541157,2.30E-21,0.064236522,-0.000408114,7.41E-22,-0.004663743,-0.000331317,-5.08E-21,-0.003947786,4.24E-21,-0.003335116,-2.71E-20,-0.002924896,-7.04E-06,-0.002617735,2.82E-17,0.000212359,-0.002433176,-0.012300853,-0.002225593,-0.002051413,-0.001901736,-0.001770839,-0.001657059,-7.76E-05,-0.000124416,0.175689256,-0.019307494,-0.001249764,-0.000991001,-1.81E-05,-0.000109856,0.126329019,-0.000812989,4.77E-18,0.084455247,-0.000588922,-1.94E-05,0.063745265,-0.000450478,-7.80E-06,-0.004734798,-0.000370113,-2.36E-07,-0.003937671,-1.23E-05,-0.003401372,-4.19E-05,-0.002996458,0.000926609,-0.002684223,-0.00013805
-3.39E-19,-0.002234048,-3.39E-20,-0.002037344,-0.001872228,-0.00173034,-0.001606347,-0.001498799,-5.08E-21,-2.03E-20,0.116304218,-2.17E-19,-0.001117286,-0.000877868,5.93E-21,7.79E-20,0.126727666,-0.000715292,5.90E-21,0.0847131,-0.000512123,-1.59E-21,0.063932916,-0.000386477,1.84E-21,-0.004405829,-0.000313904,2.75E-21,-0.003731042,-5.51E-21,-0.003149093,-6.46E-21,-0.002761658,1.28E-07,-0.002472048,2.21E-17,-3.39E-19,-0.002234048,-3.39E-20,-0.002037344,-0.001872228,-0.00173034,-0.001606347,-0.001498799,-5.08E-21,-2.03E-20,0.116304218,-2.17E-19,-0.001117286,-0.000877868,5.93E-21,7.79E-20,0.126727666,-0.000715292,5.90E-21,0.0847131,-0.000512123,-1.59E-21,0.063932916,-0.000386477,1.84E-21,-0.004405829,-0.000313904,2.75E-21,-0.003731042,-5.51E-21,-0.003149093,-6.46E-21,-0.002761658,1.28E-07,-0.002472048,2.21E-17,-3.60E-06,-0.002256093,0.00013193,-0.002063786,-0.001902407,-0.001763701,-0.001642373,-0.001536895,-5.21E-06,-2.64E-05,0.115573387,0.000859651,-0.001159222,-0.000919096,-3.82E-06,-2.01E-05,0.125972386,-0.000753837,-1.30E-16,0.084202257,-0.000545799,-9.33E-07,0.06355244,-0.00041721,-1.41E-06,-0.00439111,-0.000342703,7.96E-08,-0.003649632,2.27E-08,-0.003152899,-1.60E-05,-0.002777843,-2.90E-05,-0.002488633,-3.21E-05
